route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,direction_name,wheelchair_accessible
917,Post-Secondary,1872__3119_Timetable_-_2021-10,B - Whitby Station,1,3119_Timetable_-_2021-10,100.0.1152217837_Timetable_-_2021-10,Westbound,1
905,Weekday,1873__3109_Timetable_-_2021-10,A - Harmony Terminal,0,3109_Timetable_-_2021-10,100.0.1296989293_Timetable_-_2021-10,Northbound,1
407,Weekday,1874__14016_Timetable_-_2021-10,Farewell & Raleigh,1,14016_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
407,Saturday,1875__64009_Timetable_-_2021-10,Farewell & Raleigh,1,64009_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
407,Sunday,1876__74008_Timetable_-_2021-10,Farewell & Raleigh,1,74008_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
407,Saturday,1877__64018_Timetable_-_2021-10,Harmony Terminal,0,64018_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
407,Sunday,1878__74009_Timetable_-_2021-10,Harmony Terminal,0,74009_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
407,Weekday,1879__14022_Timetable_-_2021-10,Harmony Terminal,0,14022_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
900,Saturday,187__64915_Timetable_-_2021-10,Scarborough,1,64915_Timetable_-_2021-10,100.0.995817752_Timetable_-_2021-10,Westbound,1
920,Weekday,1880__12014_Timetable_-_2021-10,Simcoe & Founders,0,12014_Timetable_-_2021-10,100.0.1304096951_Timetable_-_2021-10,Eastbound,1
920,Weekday,1881__12006_Timetable_-_2021-10,Pickering Parkway Terminal,1,12006_Timetable_-_2021-10,100.0.1304096954_Timetable_-_2021-10,Westbound,1
411,Weekday,1882__14012_Timetable_-_2021-10,Trulls & Highway  2,0,14012_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
920,Weekday,1883__12002_Timetable_-_2021-10,McCowan Station,1,12002_Timetable_-_2021-10,100.0.1304096952_Timetable_-_2021-10,Westbound,1
392,Weekday,1884__3118_Timetable_-_2021-10,B - Whitby Station,0,3118_Timetable_-_2021-10,100.0.1304096134_Timetable_-_2021-10,Eastbound,1
420,Weekday,1885__12014_Timetable_-_2021-10,Ontario Tech/Durham College North Campus,0,12014_Timetable_-_2021-10,100.0.1304097621_Timetable_-_2021-10,Northbound,1
920,Post-Secondary,1886__14003_Timetable_-_2021-10,Simcoe & Founders,0,14003_Timetable_-_2021-10,100.0.1304096953_Timetable_-_2021-10,Eastbound,1
392,Weekday,1887__3118_Timetable_-_2021-10,Ontario Shores,1,3118_Timetable_-_2021-10,100.0.1304096133_Timetable_-_2021-10,Westbound,1
411,Weekday,1888__14009_Timetable_-_2021-10,Oshawa Centre Terminal,1,14009_Timetable_-_2021-10,100.0.1378733061_Timetable_-_2021-10,Westbound,1
905,Saturday,1889__3617_Timetable_-_2021-10,A - Harmony Terminal,0,3617_Timetable_-_2021-10,100.0.1296989293_Timetable_-_2021-10,Northbound,1
900,Saturday,188__64912_Timetable_-_2021-10,Oshawa,0,64912_Timetable_-_2021-10,100.0.995817755_Timetable_-_2021-10,Eastbound,1
905,Weekday,1890__3103_Timetable_-_2021-10,A - Harmony Terminal,0,3103_Timetable_-_2021-10,100.0.1296989293_Timetable_-_2021-10,Northbound,1
407,Sunday,1891__74008_Timetable_-_2021-10,C - Harmony Terminal via Nonquon,0,74008_Timetable_-_2021-10,100.0.1046829531_Timetable_-_2021-10,Northbound,1
407,Saturday,1892__64009_Timetable_-_2021-10,C - Harmony Terminal via Nonquon,0,64009_Timetable_-_2021-10,100.0.1046829531_Timetable_-_2021-10,Northbound,1
407,Weekday,1893__14016_Timetable_-_2021-10,C - Harmony Terminal via Nonquon,0,14016_Timetable_-_2021-10,100.0.1046829531_Timetable_-_2021-10,Northbound,1
920,Weekday,1894__12016_Timetable_-_2021-10,Simcoe & Founders,0,12016_Timetable_-_2021-10,100.0.1304096953_Timetable_-_2021-10,Eastbound,1
920,Weekday,1895__14004_Timetable_-_2021-10,Pickering Parkway Terminal,1,14004_Timetable_-_2021-10,100.0.1304096954_Timetable_-_2021-10,Westbound,1
411,Weekday,1896__14007_Timetable_-_2021-10,Trulls & Highway  2,0,14007_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
407,Weekday,1897__14013_Timetable_-_2021-10,A - Farewell & Raleigh via Colonel Sam Drive,1,14013_Timetable_-_2021-10,100.0.1046829532_Timetable_-_2021-10,Southbound,1
407,Saturday,1898__64006_Timetable_-_2021-10,A - Farewell & Raleigh via Colonel Sam Drive,1,64006_Timetable_-_2021-10,100.0.1046829532_Timetable_-_2021-10,Southbound,1
407,Sunday,1899__74005_Timetable_-_2021-10,A - Farewell & Raleigh via Colonel Sam Drive,1,74005_Timetable_-_2021-10,100.0.1046829532_Timetable_-_2021-10,Southbound,1
900,Saturday,189__64916_Timetable_-_2021-10,Scarborough,1,64916_Timetable_-_2021-10,100.0.995817752_Timetable_-_2021-10,Westbound,1
392,Weekday,1900__3118_Timetable_-_2021-10,B - Whitby Station,0,3118_Timetable_-_2021-10,100.0.1304096134_Timetable_-_2021-10,Eastbound,1
905,Saturday,1901__3610_Timetable_-_2021-10,Whitby Station,1,3610_Timetable_-_2021-10,100.0.1046831675_Timetable_-_2021-10,Southbound,1
905,Weekday,1902__3109_Timetable_-_2021-10,Whitby Station,1,3109_Timetable_-_2021-10,100.0.1046831675_Timetable_-_2021-10,Southbound,1
420,Weekday,1903__12016_Timetable_-_2021-10,Ontario Tech/Durham College North Campus,0,12016_Timetable_-_2021-10,100.0.1304097621_Timetable_-_2021-10,Northbound,1
920,Post-Secondary,1904__14001_Timetable_-_2021-10,Simcoe & Founders,0,14001_Timetable_-_2021-10,100.0.1304096953_Timetable_-_2021-10,Eastbound,1
411,Weekday,1905__14010_Timetable_-_2021-10,Oshawa Centre Terminal,1,14010_Timetable_-_2021-10,100.0.1378733061_Timetable_-_2021-10,Westbound,1
392,Weekday,1906__3118_Timetable_-_2021-10,Ontario Shores,1,3118_Timetable_-_2021-10,100.0.1304096133_Timetable_-_2021-10,Westbound,1
407,Weekday,1907__14015_Timetable_-_2021-10,Farewell & Raleigh,1,14015_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
407,Saturday,1908__64008_Timetable_-_2021-10,Farewell & Raleigh,1,64008_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
407,Sunday,1909__74007_Timetable_-_2021-10,Farewell & Raleigh,1,74007_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
N1,Saturday,190__62906_Timetable_-_2021-10,Harmony Terminal,0,62906_Timetable_-_2021-10,100.0.1306700975_Timetable_-_2021-10,Eastbound,1
407,Weekday,1910__14013_Timetable_-_2021-10,Harmony Terminal,0,14013_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
407,Saturday,1911__64006_Timetable_-_2021-10,Harmony Terminal,0,64006_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
407,Sunday,1912__74005_Timetable_-_2021-10,Harmony Terminal,0,74005_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
920,Weekday,1913__12006_Timetable_-_2021-10,Simcoe & Founders,0,12006_Timetable_-_2021-10,100.0.1304096953_Timetable_-_2021-10,Eastbound,1
920,Weekday,1914__12014_Timetable_-_2021-10,Pickering Parkway Terminal,1,12014_Timetable_-_2021-10,100.0.1304096954_Timetable_-_2021-10,Westbound,1
411,Weekday,1915__14009_Timetable_-_2021-10,Trulls & Highway  2,0,14009_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
905,Saturday,1916__3617_Timetable_-_2021-10,Whitby Station,1,3617_Timetable_-_2021-10,100.0.1046831675_Timetable_-_2021-10,Southbound,1
905,Weekday,1917__3103_Timetable_-_2021-10,Whitby Station,1,3103_Timetable_-_2021-10,100.0.1046831675_Timetable_-_2021-10,Southbound,1
420,Weekday,1918__12006_Timetable_-_2021-10,Ontario Tech/Durham College North Campus,0,12006_Timetable_-_2021-10,100.0.1304097621_Timetable_-_2021-10,Northbound,1
920,Post-Secondary,1919__14002_Timetable_-_2021-10,Simcoe & Founders,0,14002_Timetable_-_2021-10,100.0.1304096953_Timetable_-_2021-10,Eastbound,1
N1,Weekday,191__12910_Timetable_-_2021-10,Harmony Terminal,0,12910_Timetable_-_2021-10,100.0.1306700975_Timetable_-_2021-10,Eastbound,1
411,Weekday,1920__14012_Timetable_-_2021-10,Oshawa Centre Terminal,1,14012_Timetable_-_2021-10,100.0.1378733061_Timetable_-_2021-10,Westbound,1
905,Saturday,1921__3616_Timetable_-_2021-10,A - Harmony Terminal,0,3616_Timetable_-_2021-10,100.0.1296989293_Timetable_-_2021-10,Northbound,1
905,Weekday,1922__3112_Timetable_-_2021-10,A - Harmony Terminal,0,3112_Timetable_-_2021-10,100.0.1296989293_Timetable_-_2021-10,Northbound,1
411,Saturday,1923__64005_Timetable_-_2021-10,Oshawa Centre Terminal,1,64005_Timetable_-_2021-10,100.0.1378733064_Timetable_-_2021-10,Westbound,1
407,Sunday,1924__74007_Timetable_-_2021-10,C - Harmony Terminal via Nonquon,0,74007_Timetable_-_2021-10,100.0.1046829531_Timetable_-_2021-10,Northbound,1
407,Saturday,1925__64008_Timetable_-_2021-10,C - Harmony Terminal via Nonquon,0,64008_Timetable_-_2021-10,100.0.1046829531_Timetable_-_2021-10,Northbound,1
407,Weekday,1926__14015_Timetable_-_2021-10,C - Harmony Terminal via Nonquon,0,14015_Timetable_-_2021-10,100.0.1046829531_Timetable_-_2021-10,Northbound,1
920,Weekday,1927__14004_Timetable_-_2021-10,Simcoe & Founders,0,14004_Timetable_-_2021-10,100.0.1304096953_Timetable_-_2021-10,Eastbound,1
920,Weekday,1928__12016_Timetable_-_2021-10,Pickering Parkway Terminal,1,12016_Timetable_-_2021-10,100.0.1304096954_Timetable_-_2021-10,Westbound,1
411,Weekday,1929__14010_Timetable_-_2021-10,Trulls & Highway  2,0,14010_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
N1,Sunday,192__72901_Timetable_-_2021-10,Centennial Circle,1,72901_Timetable_-_2021-10,100.0.1306700972_Timetable_-_2021-10,Westbound,1
407,Weekday,1930__14014_Timetable_-_2021-10,A - Farewell & Raleigh via Colonel Sam Drive,1,14014_Timetable_-_2021-10,100.0.1046829532_Timetable_-_2021-10,Southbound,1
407,Saturday,1931__64007_Timetable_-_2021-10,A - Farewell & Raleigh via Colonel Sam Drive,1,64007_Timetable_-_2021-10,100.0.1046829532_Timetable_-_2021-10,Southbound,1
407,Sunday,1932__74003_Timetable_-_2021-10,A - Farewell & Raleigh via Colonel Sam Drive,1,74003_Timetable_-_2021-10,100.0.1046829532_Timetable_-_2021-10,Southbound,1
420,Weekday,1933__14004_Timetable_-_2021-10,Ontario Tech/Durham College North Campus,0,14004_Timetable_-_2021-10,100.0.1304097621_Timetable_-_2021-10,Northbound,1
392,Weekday,1934__3118_Timetable_-_2021-10,B - Whitby Station,0,3118_Timetable_-_2021-10,100.0.1304096132_Timetable_-_2021-10,Eastbound,1
920,Post-Secondary,1935__14003_Timetable_-_2021-10,Simcoe & Founders,0,14003_Timetable_-_2021-10,100.0.1304096953_Timetable_-_2021-10,Eastbound,1
411,Weekday,1936__14007_Timetable_-_2021-10,Oshawa Centre Terminal,1,14007_Timetable_-_2021-10,100.0.1378733061_Timetable_-_2021-10,Westbound,1
905,Saturday,1937__3602_Timetable_-_2021-10,A - Harmony Terminal,0,3602_Timetable_-_2021-10,100.0.1296989293_Timetable_-_2021-10,Northbound,1
905,Weekday,1938__3121_Timetable_-_2021-10,A - Harmony Terminal,0,3121_Timetable_-_2021-10,100.0.1296989293_Timetable_-_2021-10,Northbound,1
411,Saturday,1939__64003_Timetable_-_2021-10,Oshawa Centre Terminal,1,64003_Timetable_-_2021-10,100.0.1378733064_Timetable_-_2021-10,Westbound,1
900,Weekday,193__14803_Timetable_-_2021-10,Scarborough,1,14803_Timetable_-_2021-10,100.0.995817752_Timetable_-_2021-10,Westbound,1
411,Sunday,1940__74001_Timetable_-_2021-10,Oshawa Centre Terminal,1,74001_Timetable_-_2021-10,100.0.1378733064_Timetable_-_2021-10,Westbound,1
407,Weekday,1941__14018_Timetable_-_2021-10,Farewell & Raleigh,1,14018_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
407,Saturday,1942__64012_Timetable_-_2021-10,Farewell & Raleigh,1,64012_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
407,Sunday,1943__74006_Timetable_-_2021-10,Farewell & Raleigh,1,74006_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
407,Weekday,1944__14014_Timetable_-_2021-10,Harmony Terminal,0,14014_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
407,Saturday,1945__64007_Timetable_-_2021-10,Harmony Terminal,0,64007_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
407,Sunday,1946__74003_Timetable_-_2021-10,Harmony Terminal,0,74003_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
920,Weekday,1947__12014_Timetable_-_2021-10,Simcoe & Founders,0,12014_Timetable_-_2021-10,100.0.1304096953_Timetable_-_2021-10,Eastbound,1
920,Weekday,1948__12006_Timetable_-_2021-10,Pickering Parkway Terminal,1,12006_Timetable_-_2021-10,100.0.1304096954_Timetable_-_2021-10,Westbound,1
411,Weekday,1949__14012_Timetable_-_2021-10,Trulls & Highway  2,0,14012_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
N1,Saturday,194__62901_Timetable_-_2021-10,Centennial Circle,1,62901_Timetable_-_2021-10,100.0.1306700972_Timetable_-_2021-10,Westbound,1
411,Saturday,1950__64004_Timetable_-_2021-10,Trulls & Highway  2,0,64004_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
411,Sunday,1951__74001_Timetable_-_2021-10,Farewell & Raleigh,0,74001_Timetable_-_2021-10,100.0.1378733063_Timetable_-_2021-10,Eastbound,1
905,Weekday,1952__3112_Timetable_-_2021-10,Whitby Station,1,3112_Timetable_-_2021-10,100.0.1046831675_Timetable_-_2021-10,Southbound,1
905,Saturday,1953__3616_Timetable_-_2021-10,Whitby Station,1,3616_Timetable_-_2021-10,100.0.1046831675_Timetable_-_2021-10,Southbound,1
420,Weekday,1954__12014_Timetable_-_2021-10,Ontario Tech/Durham College North Campus,0,12014_Timetable_-_2021-10,100.0.1304097621_Timetable_-_2021-10,Northbound,1
411,Weekday,1955__14009_Timetable_-_2021-10,Oshawa Centre Terminal,1,14009_Timetable_-_2021-10,100.0.1378733061_Timetable_-_2021-10,Westbound,1
411,Saturday,1956__64005_Timetable_-_2021-10,Oshawa Centre Terminal,1,64005_Timetable_-_2021-10,100.0.1378733061_Timetable_-_2021-10,Westbound,1
411,Sunday,1957__74001_Timetable_-_2021-10,Oshawa Centre Terminal,1,74001_Timetable_-_2021-10,100.0.1378733064_Timetable_-_2021-10,Westbound,1
407,Sunday,1958__74006_Timetable_-_2021-10,C - Harmony Terminal via Nonquon,0,74006_Timetable_-_2021-10,100.0.1046829531_Timetable_-_2021-10,Northbound,1
407,Saturday,1959__64012_Timetable_-_2021-10,C - Harmony Terminal via Nonquon,0,64012_Timetable_-_2021-10,100.0.1046829531_Timetable_-_2021-10,Northbound,1
N1,Weekday,195__12901_Timetable_-_2021-10,Centennial Circle,1,12901_Timetable_-_2021-10,100.0.1306700972_Timetable_-_2021-10,Westbound,1
407,Weekday,1960__14018_Timetable_-_2021-10,C - Harmony Terminal via Nonquon,0,14018_Timetable_-_2021-10,100.0.1046829531_Timetable_-_2021-10,Northbound,1
920,Weekday,1961__12016_Timetable_-_2021-10,Simcoe & Founders,0,12016_Timetable_-_2021-10,100.0.1304096953_Timetable_-_2021-10,Eastbound,1
920,Weekday,1962__14004_Timetable_-_2021-10,Pickering Parkway Terminal,1,14004_Timetable_-_2021-10,100.0.1304096954_Timetable_-_2021-10,Westbound,1
411,Weekday,1963__14007_Timetable_-_2021-10,Trulls & Highway  2,0,14007_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
411,Saturday,1964__64003_Timetable_-_2021-10,Trulls & Highway  2,0,64003_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
407,Weekday,1965__14020_Timetable_-_2021-10,A - Farewell & Raleigh via Colonel Sam Drive,1,14020_Timetable_-_2021-10,100.0.1046829532_Timetable_-_2021-10,Southbound,1
407,Saturday,1966__64016_Timetable_-_2021-10,A - Farewell & Raleigh via Colonel Sam Drive,1,64016_Timetable_-_2021-10,100.0.1046829532_Timetable_-_2021-10,Southbound,1
407,Sunday,1967__74012_Timetable_-_2021-10,A - Farewell & Raleigh via Colonel Sam Drive,1,74012_Timetable_-_2021-10,100.0.1046829532_Timetable_-_2021-10,Southbound,1
411,Sunday,1968__74001_Timetable_-_2021-10,Farewell & Raleigh,0,74001_Timetable_-_2021-10,100.0.1378733063_Timetable_-_2021-10,Eastbound,1
905,Weekday,1969__3121_Timetable_-_2021-10,Whitby Station,1,3121_Timetable_-_2021-10,100.0.1046831675_Timetable_-_2021-10,Southbound,1
N1,Sunday,196__74902_Timetable_-_2021-10,Harmony Terminal,0,74902_Timetable_-_2021-10,100.0.1306700975_Timetable_-_2021-10,Eastbound,1
905,Saturday,1970__3602_Timetable_-_2021-10,Whitby Station,1,3602_Timetable_-_2021-10,100.0.1046831675_Timetable_-_2021-10,Southbound,1
420,Weekday,1971__12016_Timetable_-_2021-10,Ontario Tech/Durham College North Campus,0,12016_Timetable_-_2021-10,100.0.1304097621_Timetable_-_2021-10,Northbound,1
392,Weekday,1972__3118_Timetable_-_2021-10,Ontario Shores,1,3118_Timetable_-_2021-10,100.0.1304096131_Timetable_-_2021-10,Westbound,1
905,Weekday,1973__3103_Timetable_-_2021-10,A - Harmony Terminal,0,3103_Timetable_-_2021-10,100.0.1296989293_Timetable_-_2021-10,Northbound,1
905,Saturday,1974__3617_Timetable_-_2021-10,A - Harmony Terminal,0,3617_Timetable_-_2021-10,100.0.1296989293_Timetable_-_2021-10,Northbound,1
411,Weekday,1975__14010_Timetable_-_2021-10,Oshawa Centre Terminal,1,14010_Timetable_-_2021-10,100.0.1378733061_Timetable_-_2021-10,Westbound,1
411,Saturday,1976__64002_Timetable_-_2021-10,Oshawa Centre Terminal,1,64002_Timetable_-_2021-10,100.0.1378733061_Timetable_-_2021-10,Westbound,1
411,Sunday,1977__74001_Timetable_-_2021-10,Oshawa Centre Terminal,1,74001_Timetable_-_2021-10,100.0.1378733064_Timetable_-_2021-10,Westbound,1
407,Weekday,1978__14017_Timetable_-_2021-10,Farewell & Raleigh,1,14017_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
407,Saturday,1979__64010_Timetable_-_2021-10,Farewell & Raleigh,1,64010_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
900,Weekday,197__14902_Timetable_-_2021-10,Oshawa,0,14902_Timetable_-_2021-10,100.0.995817755_Timetable_-_2021-10,Eastbound,1
407,Sunday,1980__74010_Timetable_-_2021-10,Farewell & Raleigh,1,74010_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
407,Saturday,1981__64016_Timetable_-_2021-10,Harmony Terminal,0,64016_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
407,Sunday,1982__74012_Timetable_-_2021-10,Harmony Terminal,0,74012_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
920,Weekday,1983__12006_Timetable_-_2021-10,Simcoe & Founders,0,12006_Timetable_-_2021-10,100.0.1304096953_Timetable_-_2021-10,Eastbound,1
920,Weekday,1984__12014_Timetable_-_2021-10,Pickering Parkway Terminal,1,12014_Timetable_-_2021-10,100.0.1304096954_Timetable_-_2021-10,Westbound,1
411,Weekday,1985__14009_Timetable_-_2021-10,Trulls & Highway  2,0,14009_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
411,Saturday,1986__64005_Timetable_-_2021-10,Trulls & Highway  2,0,64005_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
407,Weekday,1987__14020_Timetable_-_2021-10,Harmony Terminal,0,14020_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
411,Sunday,1988__74001_Timetable_-_2021-10,Farewell & Raleigh,0,74001_Timetable_-_2021-10,100.0.1378733063_Timetable_-_2021-10,Eastbound,1
420,Weekday,1989__12006_Timetable_-_2021-10,Ontario Tech/Durham College North Campus,0,12006_Timetable_-_2021-10,100.0.1304097621_Timetable_-_2021-10,Northbound,1
900,Weekday,198__12910_Timetable_-_2021-10,Oshawa,0,12910_Timetable_-_2021-10,100.0.995817755_Timetable_-_2021-10,Eastbound,1
905,Weekday,1990__3117_Timetable_-_2021-10,A - Harmony Terminal,0,3117_Timetable_-_2021-10,100.0.1296989293_Timetable_-_2021-10,Northbound,1
905,Saturday,1991__3604_Timetable_-_2021-10,A - Harmony Terminal,0,3604_Timetable_-_2021-10,100.0.1296989293_Timetable_-_2021-10,Northbound,1
411,Weekday,1992__14012_Timetable_-_2021-10,Oshawa Centre Terminal,1,14012_Timetable_-_2021-10,100.0.1378733061_Timetable_-_2021-10,Westbound,1
411,Saturday,1993__64004_Timetable_-_2021-10,Oshawa Centre Terminal,1,64004_Timetable_-_2021-10,100.0.1378733061_Timetable_-_2021-10,Westbound,1
411,Sunday,1994__74001_Timetable_-_2021-10,Oshawa Centre Terminal,1,74001_Timetable_-_2021-10,100.0.1378733064_Timetable_-_2021-10,Westbound,1
407,Sunday,1995__74010_Timetable_-_2021-10,C - Harmony Terminal via Nonquon,0,74010_Timetable_-_2021-10,100.0.1046829531_Timetable_-_2021-10,Northbound,1
407,Saturday,1996__64010_Timetable_-_2021-10,C - Harmony Terminal via Nonquon,0,64010_Timetable_-_2021-10,100.0.1046829531_Timetable_-_2021-10,Northbound,1
407,Weekday,1997__14017_Timetable_-_2021-10,C - Harmony Terminal via Nonquon,0,14017_Timetable_-_2021-10,100.0.1046829531_Timetable_-_2021-10,Northbound,1
920,Weekday,1998__14004_Timetable_-_2021-10,Simcoe & Founders,0,14004_Timetable_-_2021-10,100.0.1304096953_Timetable_-_2021-10,Eastbound,1
920,Weekday,1999__12016_Timetable_-_2021-10,Pickering Parkway Terminal,1,12016_Timetable_-_2021-10,100.0.1304096954_Timetable_-_2021-10,Westbound,1
900,Weekday,199__12906_Timetable_-_2021-10,Oshawa,0,12906_Timetable_-_2021-10,100.0.995817755_Timetable_-_2021-10,Eastbound,1
411,Weekday,2000__14010_Timetable_-_2021-10,Trulls & Highway  2,0,14010_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
411,Saturday,2001__64002_Timetable_-_2021-10,Trulls & Highway  2,0,64002_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
407,Weekday,2002__14025_Timetable_-_2021-10,A - Farewell & Raleigh via Colonel Sam Drive,1,14025_Timetable_-_2021-10,100.0.1046829532_Timetable_-_2021-10,Southbound,1
407,Saturday,2003__64013_Timetable_-_2021-10,A - Farewell & Raleigh via Colonel Sam Drive,1,64013_Timetable_-_2021-10,100.0.1046829532_Timetable_-_2021-10,Southbound,1
407,Sunday,2004__74004_Timetable_-_2021-10,A - Farewell & Raleigh via Colonel Sam Drive,1,74004_Timetable_-_2021-10,100.0.1046829532_Timetable_-_2021-10,Southbound,1
411,Sunday,2005__74001_Timetable_-_2021-10,Farewell & Raleigh,0,74001_Timetable_-_2021-10,100.0.1378733063_Timetable_-_2021-10,Eastbound,1
905,Weekday,2006__3103_Timetable_-_2021-10,Whitby Station,1,3103_Timetable_-_2021-10,100.0.1046831675_Timetable_-_2021-10,Southbound,1
905,Saturday,2007__3617_Timetable_-_2021-10,Whitby Station,1,3617_Timetable_-_2021-10,100.0.1046831675_Timetable_-_2021-10,Southbound,1
420,Weekday,2008__12011_Timetable_-_2021-10,Ontario Tech/Durham College North Campus,0,12011_Timetable_-_2021-10,100.0.1304097621_Timetable_-_2021-10,Northbound,1
392,Weekday,2009__3118_Timetable_-_2021-10,B - Whitby Station,0,3118_Timetable_-_2021-10,100.0.1304096132_Timetable_-_2021-10,Eastbound,1
900,Weekday,200__14805_Timetable_-_2021-10,Scarborough,1,14805_Timetable_-_2021-10,100.0.995817752_Timetable_-_2021-10,Westbound,1
411,Weekday,2010__14007_Timetable_-_2021-10,Oshawa Centre Terminal,1,14007_Timetable_-_2021-10,100.0.1378733061_Timetable_-_2021-10,Westbound,1
411,Saturday,2011__64003_Timetable_-_2021-10,Oshawa Centre Terminal,1,64003_Timetable_-_2021-10,100.0.1378733061_Timetable_-_2021-10,Westbound,1
411,Sunday,2012__74001_Timetable_-_2021-10,Oshawa Centre Terminal,1,74001_Timetable_-_2021-10,100.0.1378733064_Timetable_-_2021-10,Westbound,1
407,Weekday,2013__14022_Timetable_-_2021-10,Farewell & Raleigh,1,14022_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
407,Saturday,2014__64018_Timetable_-_2021-10,Farewell & Raleigh,1,64018_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
407,Sunday,2015__74009_Timetable_-_2021-10,Farewell & Raleigh,1,74009_Timetable_-_2021-10,100.0.12969876711_Timetable_-_2021-10,Southbound,1
920,Weekday,2016__12014_Timetable_-_2021-10,Simcoe & Founders,0,12014_Timetable_-_2021-10,100.0.1304096953_Timetable_-_2021-10,Eastbound,1
920,Weekday,2017__12006_Timetable_-_2021-10,Pickering Parkway Terminal,1,12006_Timetable_-_2021-10,100.0.1304096954_Timetable_-_2021-10,Westbound,1
411,Weekday,2018__14012_Timetable_-_2021-10,Trulls & Highway  2,0,14012_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
411,Saturday,2019__64004_Timetable_-_2021-10,Trulls & Highway  2,0,64004_Timetable_-_2021-10,100.0.1378733062_Timetable_-_2021-10,Eastbound,1
900,Weekday,201__14806_Timetable_-_2021-10,Scarborough,1,14806_Timetable_-_2021-10,100.0.995817752_Timetable_-_2021-10,Westbound,1
407,Weekday,2020__14025_Timetable_-_2021-10,Harmony Terminal,0,14025_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
407,Saturday,2021__64013_Timetable_-_2021-10,Harmony Terminal,0,64013_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
407,Sunday,2022__74004_Timetable_-_2021-10,Harmony Terminal,0,74004_Timetable_-_2021-10,100.0.1046829536_Timetable_-_2021-10,Northbound,1
411,Sunday,2023__74001_Timetable_-_2021-10,Farewell & Raleigh,0,74001_Timetable_-_2021-10,100.0.1378733063_Timetable_-_2021-10,Eastbound,1
905,Weekday,2024__3117_Timetable_-_2021-10,Whitby Station,1,3117_Timetable_-_2021-10,100.0.1046831675_Timetable_-_2021-10,Southbound,1
905,Saturday,2025__3604_Timetable_-_2021-10,Whitby Station,1,3604_Timetable_-_2021-10,100.0.1046831675_Timetable_-_2021-10,Southbound,1
